"state","location","both_sexes_2002","females_2002","males_2002","both_sexes_2003","females_2003","males_2003","both_sexes_2004","females_2004","males_2004","both_sexes_2005","females_2005","males_2005","both_sexes_2006","females_2006","males_2006","both_sexes_2007","females_2007","males_2007","both_sexes_2008","females_2008","males_2008","both_sexes_2009","females_2009","males_2009","both_sexes_2010","females_2010","males_2010","both_sexes_2011","females_2011","males_2011","both_sexes_2012","females_2012","males_2012"
"Delaware","Delaware",57.7,50.6,65.2,59.7,53,66.7,58.3,51,65.7,58.8,51.8,65.9,58.8,51.5,66.5,59.8,52.6,67.3,59.5,52.4,66.8,59.7,53,66.7,58.8,51.9,66,60.2,54.3,66.4,58.3,52.5,64.3
"Delaware","Kent County",50.5,42.8,58.4,53.1,45.6,60.7,51.5,43.7,59.7,52.4,44.5,60.5,52.6,44.1,61.4,53.4,44.7,62.5,53.4,44.5,62.6,52.8,44.3,61.7,52.6,43.9,61.6,53.5,45.6,61.7,52.1,44.3,60.2
"Delaware","New Castle County",60.6,53.9,67.5,62.3,56,68.8,60.8,53.8,68.1,61.2,54.5,68.2,61.4,54.1,68.8,62.2,55.4,69.4,61.9,55.3,68.8,62.2,56.1,68.6,61.2,54.8,67.8,62.5,57.1,68,60.7,55.6,66.1
"Delaware","Sussex County",54.4,46,63.1,56.9,49.4,64.8,55.7,48.2,63.5,56.4,49.7,63.5,56.5,49.4,63.9,57.9,50.9,65.2,57.3,50.2,64.5,58,51.1,65.2,57.1,50,64.5,59.2,53.1,65.5,56.5,50.4,62.7
