"avg_both_sexes","largest_male_increase","num_male_increase","frac_male_increase","num_female_increase","frac_female_increase","num_f_increase_m_decrease"
17.9603646833013,"Loving County",2023,0.636563876651982,2626,0.826305852737571,799
